Code Postal, Ville 
33610,CESTAS 
33620,CEZAC 
33250,CISSAC MEDOC 
33230,COUTRAS 
33670,CREON 
33620,CUBNEZAIS 
33240,CUBZAC LES PONTS 
33460,CUSSAC FORT MEDOC 
33230,LES EGLISOTTES ET CHALAURES 
33820,ETAULIERS 
33320,EYSINES 
33210,FARGUES 
33370,FARGUES ST HILAIRE 
33270,FLOIRAC 
33340,GAILLAN EN MEDOC 
33133,GALGON 
33420,GENISSAC 
33170,GRADIGNAN 
33590,GRAYAN ET L HOPITAL 
33230,GUITRES 
33470,GUJAN MESTRAS 
33185,LE HAILLAN 
33990,HOURTIN 
33450,IZON 
33650,LA BREDE 
33680,LACANAU 
33230,LAGORCE 
33240,LA LANDE DE FRONSAC 
33720,LANDIRAS 
33550,LANGOIRAN 
33210,LANGON 
33138,LANTON 
33620,LARUSCADE 
33360,LATRESNE 
33950,LEGE CAP FERRET 
33970,LEGE CAP FERRET 
33850,LEOGNAN 
33340,LESPARRE MEDOC 
33500,LIBOURNE 
33480,LISTRAC MEDOC 
33310,LORMONT 
33290,LUDON MEDOC 
33460,MACAU 
33460,MARGAUX CANTENAC 
33127,MARTIGNAS SUR JALLE 
33650,MARTILLAC 
33700,MERIGNAC 
33380,MIOS 
33580,MONSEGUR 
33570,MONTAGNE 
33450,MONTUSSAN 
33480,MOULIS EN MEDOC 
33730,NOAILLAN 
33290,PAREMPUYRE 
33250,PAUILLAC 
33230,LES PEINTURES 
33600,PESSAC 
33240,PEUJARD 
33290,LE PIAN MEDOC 
33220,PINEUILH 
33720,PODENSAC 
33370,POMPIGNAC 
33680,LE PORGE 
33640,PORTETS 
33210,PREIGNAC 
33710,PUGNAC 
33360,QUINSAC 
33860,REIGNAC 
33190,LA REOLE 
33410,RIONS 
33210,ROAILLAN 
33670,SADIRAC 
33240,ST ANDRE DE CUBZAC 
33160,ST AUBIN DE MEDOC 
33820,VAL DE LIVENNE 
33860,VAL DE LIVENNE 
33880,ST CAPRAIS DE BORDEAUX 
33920,ST CHRISTOLY DE BLAYE 
33910,ST CIERS D ABZAC 
33820,ST CIERS SUR GIRONDE 
33910,ST DENIS DE PILE 
33330,ST EMILION 
33180,ST ESTEPHE 
33560,STE EULALIE 
33220,STE FOY LA GRANDE 
33750,ST GERMAIN DU PUCH 
33240,ST GERVAIS 
33480,STE HELENE 
33127,ST JEAN D ILLAC 
33112,ST LAURENT MEDOC 
33240,ST LAURENT D ARCE 
33450,ST LOUBES 
33440,ST LOUIS DE MONTFERRAND 
33490,ST MACAIRE 
33350,ST MAGNE DE CASTILLON 
33490,ST MAIXANT 
33620,ST MARIENS 
33230,ST MEDARD DE GUIZIERES 
33650,ST MEDARD D EYRANS 
33160,ST MEDARD EN JALLES 
33650,ST MORILLON 
33750,ST QUENTIN DE BARON 
33920,ST SAVIN 
33650,ST SELVE 
33660,ST SEURIN SUR L ISLE 
33450,ST SULPICE ET CAMEYRAC 
33113,ST SYMPHORIEN 
33350,STE TERRE 
33590,ST VIVIEN DE MEDOC 
33920,ST YZAN DE SOUDIAC 
33370,SALLEBOEUF 
33770,SALLES 
33650,SAUCATS 
33670,LA SAUVE 
33540,SAUVETERRE DE GUYENNE 
33780,SOULAC SUR MER 
33460,SOUSSANS 
33320,LE TAILLAN MEDOC 
33400,TALENCE 
33760,TARGON 
33470,LE TEICH 
33115,LA TESTE DE BUCH 
33260,LA TESTE DE BUCH 
33210,TOULENNE 
33370,TRESSES 
33870,VAYRES 
33930,VENDAYS MONTALIVET 
33140,VILLENAVE D ORNON 
33370,YVRAC 
33380,MARCHEPRIME 
34290,ABEILHAN 
34300,AGDE 
34290,ALIGNAN DU VENT 
34150,ANIANE 
34800,ASPIRAN 
34670,BAILLARGUES 
34540,BALARUC LES BAINS 
34540,BALARUC LE VIEUX 
34290,BASSAN 
34160,BEAULIEU 
34600,BEDARIEUX 
34550,BESSAN 
34500,BEZIERS 
34160,BOISSERON 
34760,BOUJAN SUR LIBRON 
34260,LE BOUSQUET D ORB 
34140,BOUZIGUES 
34130,CANDILLARGUES 
34800,CANET 
34310,CAPESTANG 
34170,CASTELNAU LE LEZ 
34160,CASTRIES 
34720,CAUX 
34190,CAZILHAC 
34370,CAZOULS LES BEZIERS 
34420,CERS 
34460,CESSENON SUR ORB 
34830,CLAPIERS 
34270,CLARET 
34800,CLERMONT L HERAULT 
34440,COLOMBIERS 
34980,COMBAILLAUX 
34490,CORNEILHAN 
34660,COURNONSEC 
34660,COURNONTERRAL 
34920,LE CRES 
34690,FABREGUES 
34510,FLORENSAC 
34110,FRONTIGNAN 
34190,GANGES 
34770,GIGEAN 
34150,GIGNAC 
34790,GRABELS 
34600,HEREPIAN 
34830,JACOU 
34990,JUVIGNAC 
34240,LAMALOU LES BAINS 
34130,LANSARGUES 
34190,LAROQUE 
34970,LATTES 
34480,LAURENS 
34880,LAVERUNE 
34710,LESPIGNAN 
34120,LEZIGNAN LA CEBE 
34490,LIGNAN SUR ORB 
34700,LODEVE 
34140,LOUPIAN 
34400,LUNEL 
34400,LUNEL VIEL 
34480,MAGALAS 
34370,MARAUSSAN 
34340,MARSEILLAN 
34590,MARSILLARGUES 
34270,LES MATELLES 
34130,MAUGUIO 
34370,MAUREILHAN 
34140,MEZE 
34110,MIREVAL 
34310,MONTADY 
34530,MONTAGNAC 
34570,MONTARNAUD 
34560,MONTBAZIN 
34290,MONTBLANC 
34980,MONTFERRIER SUR LEZ 
34000,MONTPELLIER 
34070,MONTPELLIER 
34080,MONTPELLIER 
34090,MONTPELLIER 
34130,MUDAISON 
34490,MURVIEL LES BEZIERS 
34570,MURVIEL LES MONTPELLIER 
34800,NEBIAN 
34120,NEZIGNAN L EVEQUE 
34440,NISSAN LEZ ENSERUNE 
34210,OLONZAC 
34250,PALAVAS LES FLOTS 
34230,PAULHAN 
34470,PEROLS 
34120,PEZENAS 
34570,PIGNAN 
34850,PINET 
34230,PLAISSAN 
34810,POMEROLS 
34420,PORTIRAGNES 
34230,LE POUGET 
34560,POUSSAN 
34730,PRADES LE LEZ 
34620,PUISSERGUIER 
34310,QUARANTE 
34160,RESTINCLIERES 
34320,ROUJAN 
34725,ST ANDRE DE SANGONIS 
34130,ST AUNES 
34190,ST BAUZILLE DE PUTOIS 
34670,ST BRES 
34360,ST CHINIAN 
34400,ENTRE VIGNES 
34980,ST CLEMENT DE RIVIERE 
34160,ST DREZERY 
34980,ST GELY DU FESC 
34160,ST GENIES DES MOURGUES 
34480,ST GENIES DE FONTEDIT 
34680,ST GEORGES D ORQUES 
34150,ST JEAN DE FOS 
34430,ST JEAN DE VEDAS 
34400,ST JUST 
34380,ST MARTIN DE LONDRES 
34270,ST MATHIEU DE TREVIERS 
34230,ST PARGOIRE 
34220,ST PONS DE THOMIERES 
34630,ST THIBERY 
34570,SAUSSAN 
34410,SAUVIAN 
34410,SERIGNAN 
34290,SERVIAN 
34200,SETE 
34160,SUSSARGUES 
34820,TEYRAN 
34490,THEZAN LES BEZIERS 
34120,TOURBES 
34570,VAILHAUQUES 
34130,VALERGUES 
34350,VALRAS PLAGE 
34290,VALROS 
34740,VENDARGUES 
34350,VENDRES 
34450,VIAS 
34110,VIC LA GARDIOLE 
34420,VILLENEUVE LES BEZIERS 
34500,VILLENEUVE LES BEZIERS 
34750,VILLENEUVE LES MAGUELONE 
34400,VILLETELLE 
34560,VILLEVEYRAC 
34280,LA GRANDE MOTTE 
35690,ACIGNE 
35150,AMANLIS 
35460,VAL COUESNON 
35560,VAL COUESNON 
35370,ARGENTRE DU PLESSIS 
35120,BAGUER MORVAN 
35120,BAGUER PICAN 
35470,BAIN DE BRETAGNE 
35600,BAINS SUR OUST 
35680,BAIS 
35500,BALAZE 
35580,BAULON 
35560,BAZOUGES LA PEROUSE 
35137,BEDEE 
35830,BETTON 
35360,BOISGERVILLY 
35270,BONNEMAIN 
35340,LA BOUEXIERE 
35230,BOURGBARRE 
35890,BOURG DES COMPTES 
35310,BREAL SOUS MONTFORT 
35530,BRECE 
35160,BRETEIL 
35170,BRUZ 
35260,CANCALE 
35510,CESSON SEVIGNE 
35150,CHANTELOUP 
35135,CHANTEPIE 
35330,LA CHAPELLE BOUEXIC 
35520,LA CHAPELLE DES FOUGERETZ 
35590,LA CHAPELLE THOUARAULT 
35131,CHARTRES DE BRETAGNE 
35250,CHASNE SUR ILLET 
35220,CHATEAUBOURG 
35410,CHATEAUGIRON 
35430,CHATEAUNEUF D ILLE ET VILAINE 
35210,CHATILLON EN VENDELAIS 
35310,CHAVAGNE 
35250,CHEVAIGNE 
35310,CINTRE 
35270,COMBOURG 
35150,CORPS NUDS 
35320,CREVIN 
35800,DINARD 
35440,DINGE 
35120,DOL DE BRETAGNE 
35113,DOMAGNE 
35680,DOMALAIN 
35410,DOMLOUP 
35500,ERBREE 
35620,ERCE EN LAMEE 
35340,ERCE PRES LIFFRE 
35370,ETRELLES 
35300,FOUGERES 
35111,LA FRESNAIS 
35290,GAEL 
35490,GAHARD 
35850,GEVEZE 
35140,GOSNE 
35350,LA GOUESNIERE 
35580,GOVEN 
35390,GRAND FOUGERAY 
35130,LA GUERCHE DE BRETAGNE 
35580,GUICHEN 
35580,GUIGNEN 
35440,GUIPEL 
35630,HEDE BAZOUGES 
35590,L HERMITAGE 
35750,IFFENDIC 
35850,IRODOUER 
35150,JANZE 
35133,JAVENE 
35890,LAILLE 
35580,LASSY 
35133,LECOUSSE 
35340,LIFFRE 
35450,LIVRE SUR CHANGEON 
35680,LOUVIGNE DE BAIS 
35420,LOUVIGNE DU DESERT 
35133,LUITRE DOMPIERRE 
35210,LUITRE DOMPIERRE 
35640,MARTIGNE FERCHAUD 
35330,VAL D ANAST 
35360,MEDREAC 
35270,MEILLAC 
35520,MELESSE 
35480,GUIPRY MESSAC 
35520,LA MEZIERE 
35140,MEZIERES SUR COUESNON 
35540,MINIAC MORVAN 
35360,MONTAUBAN DE BRETAGNE 
35160,MONTFORT SUR MEU 
35760,MONTGERMONT 
35460,LES PORTES DU COGLAIS 
35520,MONTREUIL LE GAST 
35440,MONTREUIL SUR ILLE 
35310,MORDELLES 
35250,MOUAZE 
35410,NOUVOITOU 
35230,NOYAL CHATILLON SUR SEICHE 
35530,NOYAL SUR VILAINE 
35230,ORGERES 
35740,PACE 
35380,PAIMPONT 
35850,PARTHENAY DE BRETAGNE 
35550,PIPRIAC 
35150,PIRE CHANCE 
35680,PIRE CHANCE 
35470,PLECHATEL 
35610,PLEINE FOUGERES 
35380,PLELAN LE GRAND 
35540,PLERGUER 
35720,PLEUGUENEUC 
35137,PLEUMELEUC 
35730,PLEURTUIT 
35190,QUEBRIAC 
35600,REDON 
35000,RENNES 
35200,RENNES 
35700,RENNES 
35240,RETIERS 
35650,LE RHEU 
35780,LA RICHARDAIS 
35133,ROMAGNE 
35850,ROMILLE 
35230,ST ARMEL 
35250,ST AUBIN D AUBIGNE 
35140,ST AUBIN DU CORMIER 
35800,ST BRIAC SUR MER 
35460,MAEN ROCH 
35350,ST COULOMB 
35220,ST DIDIER 
35190,ST DOMINEUC 
35230,ST ERBLON 
35420,ST GEORGES DE REINTEMBAULT 
35133,ST GERMAIN EN COGLES 
35590,ST GILLES 
35760,ST GREGOIRE 
35136,ST JACQUES DE LA LANDE 
35140,RIVES DU COUESNON 
35430,ST JOUAN DES GUERETS 
35800,ST LUNAIRE 
35400,ST MALO 
35460,ST MARC LE BLANC 
35600,STE MARIE 
35290,ST MEEN LE GRAND 
35350,ST MELOIR DES ONDES 
35430,ST PERE MARC EN POULET 
35720,MESNIL ROC H 
35133,ST SAUVEUR DES LANDES 
35580,ST SENOUX 
35310,ST THURIAL 
35490,SENS DE BRETAGNE 
35530,SERVON SUR VILAINE 
35550,SIXT SUR AFF 
35160,TALENSAC 
35240,LE THEIL DE BRETAGNE 
35235,THORIGNE FOUILLARD 
35190,TINTENIAC 
35450,VAL D IZE 
35770,VERN SUR SEICHE 
35132,VEZIN LE COQUET 
35630,VIGNOC 
35500,VITRE 
35131,PONT PEAN 
36120,ARDENTES 
36200,ARGENTON SUR CREUSE 
36300,LE BLANC 
36500,BUZANCAIS 
36210,CHABRIS 
36000,CHATEAUROUX 
36700,CHATILLON SUR INDRE 
36400,LA CHATRE 
36130,DEOLS 
36100,ISSOUDUN 
36110,LEVROUX 
36350,LUANT 
36400,MONTGIVRAY 
36130,MONTIERCHAUME 
36230,NEUVY ST SEPULCHRE 
36200,LE PECHEREAU 
36330,LE POINCONNET 
36260,REUILLY 
36800,ST GAULTIER 
36200,ST MARCEL 
36250,ST MAUR 
36600,VALENCAY 
36150,VATAN 
36320,VILLEDIEU SUR INDRE 
37340,AMBILLOU 
37400,AMBOISE 
37260,ARTANNES SUR INDRE 
37270,ATHEE SUR CHER 
37110,AUZOUER EN TOURAINE 
37420,AVOINE 
37190,AZAY LE RIDEAU 
37270,AZAY SUR CHER 
37510,BALLAN MIRE 
37600,BEAULIEU LES LOCHES 
37360,BEAUMONT LOUESTAULT 
37370,BEAUMONT LOUESTAULT 
37420,BEAUMONT EN VERON 
37150,BLERE 
37140,BOURGUEIL 
37170,CHAMBRAY LES TOURS 
37390,CHANCEAUX SUR CHOISILLE 
37330,CHATEAU LA VALLIERE 
37110,CHATEAU RENAULT 
37190,CHEILLE 
37500,CHINON 
37140,CHOUZE SUR LOIRE 
37130,CINQ MARS LA PILE 
37150,CIVRAY DE TOURAINE 
37320,CORMERY 
37150,LA CROIX EN TOURAINE 
37320,ESVRES 
37230,FONDETTES 
37160,DESCARTES 
37220,L ILE BOUCHARD 
37300,JOUE LES TOURS 
37130,LANGEAIS 
37270,LARCAY 
37240,LIGUEIL 
37600,LOCHES 
37230,LUYNES 
37390,LA MEMBROLLE SUR CHOISILLE 
37390,METTRAY 
37380,MONNAIE 
37250,MONTBAZON 
37270,MONTLOUIS SUR LOIRE 
37260,MONTS 
37530,NAZELLES NEGRON 
37360,NEUILLE PONT PIERRE 
37390,NOTRE DAME D OE 
37210,PARCAY MESLAY 
37230,PERNAY 
37530,POCE SUR CISSE 
37380,REUGNY 
37520,LA RICHE 
37120,RICHELIEU 
37210,ROCHECORBON 
37360,ST ANTOINE DU ROCHER 
37550,ST AVERTIN 
37320,ST BRANCHS 
37540,ST CYR SUR LOIRE 
37800,ST EPAIN 
37230,ST ETIENNE DE CHIGNY 
37270,ST MARTIN LE BEAU 
37800,STE MAURE DE TOURAINE 
37370,ST PATERNE RACAN 
37130,COTEAUX SUR LOIRE 
37140,COTEAUX SUR LOIRE 
37700,ST PIERRE DES CORPS 
37420,SAVIGNY EN VERON 
37510,SAVONNIERES 
37360,SEMBLANCAY 
37250,SORIGNY 
37310,TAUXIGNY ST BAULD 
37260,THILOUZE 
37000,TOURS 
37100,TOURS 
37200,TOURS 
37320,TRUYES 
37250,VEIGNE 
37270,VERETZ 
37210,VERNOU SUR BRENNE 
37700,LA VILLE AUX DAMES 
37210,VOUVRAY 
38490,LES ABRETS EN DAUPHINE 
38580,ALLEVARD 
38490,AOSTE 
38140,APPRIEU 
38440,ARTAS 
38150,ASSIEU 
38630,LES AVENIERES VEYRINS THUELLIN 
38530,BARRAUX 
38110,LA BATIE MONTGASCON 
38140,BEAUCROISSANT 
38270,BEAUREPAIRE 
38190,BERNIN 
38850,BILIEU 
38690,BIOL 
38330,BIVIERS 
38520,LE BOURG D OISANS 
38300,BOURGOIN JALLIEU 
38390,BOUVESSE QUIRIEU 
38590,BREZINS 
38320,BRIE ET ANGONNES 
38500,LA BUISSE 
38110,CESSIEU 
38690,CHABONS 
38460,CHAMAGNIEU 
38260,CHAMPIER 
38560,CHAMP SUR DRAC 
38150,CHANAS 
38530,CHAPAREILLAN 
38110,LA CHAPELLE DE LA TOUR 
38790,CHARANTONNAY 
38850,CHARAVINES 
38230,CHARVIEU CHAVAGNEUX 
38670,CHASSE SUR RHONE 
38440,CHATONNAY 
38160,CHATTE 
38230,CHAVANOZ 
38570,LE CHEYLAS 
38850,CHIRENS 
38121,CHONAS L AMBALLAN 
38200,CHUZELLES 
38640,CLAIX 
38550,CLONAS SUR VAREZE 
38690,COLOMBE 
38630,CORBELIN 
38700,CORENC 
38260,LA COTE ST ANDRE 
38138,LES COTES D AREY 
38500,COUBLEVIE 
38460,CREMIEU 
38510,CREYS MEPIEU 
38920,CROLLES 
38790,DIEMOZ 
38110,DOLOMIEU 
38300,DOMARIN 
38420,DOMENE 
38130,ECHIROLLES 
38380,ENTRE DEUX GUIERS 
38780,ESTRABLIN 
38320,EYBENS 
38780,EYZIN PINET 
38600,FONTAINE 
38120,FONTANIL CORNILLON 
38080,FOUR 
38190,FROGES 
38290,FRONTONAS 
38610,GIERES 
38570,GONCELIN 
38690,LE GRAND LEMPS 
38540,GRENAY 
38000,GRENOBLE 
38100,GRENOBLE 
38450,LE GUA 
38540,HEYRIEUX 
38080,L ISLE D ABEAU 
38140,IZEAUX 
38280,JANNEYRIAS 
38200,JARDIN 
38560,JARRIE 
38250,LANS EN VERCORS 
38660,LUMBIN 
38200,LUZINAY 
38300,MAUBEC 
38112,AUTRANS MEAUDRE EN VERCORS 
38880,AUTRANS MEAUDRE EN VERCORS 
38240,MEYLAN 
38380,MIRIBEL LES ECHELLES 
38440,MOIDIEU DETOURBE 
38430,MOIRANS 
38390,MONTALIEU VERCIEU 
38330,MONTBONNOT ST MARTIN 
38520,LES DEUX ALPES 
38860,LES DEUX ALPES 
38620,MONTFERRAT 
38510,MORESTEL 
38770,LA MOTTE D AVEILLANS 
38350,LA MURE 
38140,LA MURETTE 
38300,NIVOLAS VERMELLE 
38360,NOYAREY 
38780,OYTIER ST OBLAS 
38730,VILLAGES DU LAC DE PALADRU 
38850,VILLAGES DU LAC DE PALADRU 
38510,ARANDON PASSINS 
38550,LE PEAGE DE ROUSSILLON 
38320,POISAT 
38530,PONTCHARRA 
38480,LE PONT DE BEAUVOISIN 
38230,PONT DE CHERUY 
38800,LE PONT DE CLAIX 
38780,PONT EVEQUE 
38390,PORCIEU AMBLAGNIEU 
38140,RENAGE 
38121,REVENTIN VAUGRIS 
38140,RIVES 
38090,ROCHE 
38370,LES ROCHES DE CONDRIEU 
38480,ROMAGNIEU 
38150,ROUSSILLON 
38300,RUY MONTCEAU 
38550,SABLONS 
38080,ST ALBAN DE ROCHE 
38490,ST ANDRE LE GAZ 
38890,ST CHEF 
38110,ST CLAIR DE LA TOUR 
38370,ST CLAIR DU RHONE 
38110,ST DIDIER DE LA TOUR 
38120,ST EGREVE 
38960,ST ETIENNE DE CROSSEY 
38590,ST ETIENNE DE ST GEOIRS 
38620,ST GEOIRE EN VALDAINE 
38450,ST GEORGES DE COMMIERS 
38790,ST GEORGES D ESPERANCHE 
38260,ST HILAIRE DE LA COTE 
38840,ST HILAIRE DU ROSIER 
38660,PLATEAU DES PETITES ROCHES 
38330,ST ISMIER 
38440,ST JEAN DE BOURNAY 
38430,ST JEAN DE MOIRANS 
38110,ST JEAN DE SOUDAIN 
38540,ST JUST CHALEYSSIN 
38380,ST LAURENT DU PONT 
38160,ST MARCELLIN 
38400,ST MARTIN D HERES 
38410,ST MARTIN D URIAGE 
38950,ST MARTIN LE VINOUX 
38550,ST MAURICE L EXIL 
38330,ST NAZAIRE LES EYMES 
38760,ST PAUL DE VARCES 
38570,CRETS EN BELLEDONNE 
38830,CRETS EN BELLEDONNE 
38070,ST QUENTIN FALLAVIER 
38460,ST ROMAIN DE JALIONAS 
38160,ST ROMANS 
38160,ST SAUVEUR 
38300,ST SAVIN 
38870,ST SIMEON DE BRESSIEUX 
38160,ST VERAND 
38110,ST VICTOR DE CESSIEU 
38660,ST VINCENT DE MERCUZE 
38150,SALAISE SUR SANNE 
38360,SASSENAGE 
38290,SATOLAS ET BONCE 
38260,PORTE DES BONNEVAUX 
38780,SEPTEME 
38510,SERMERIEU 
38200,SERPAIZE 
38170,SEYSSINET PARISET 
38180,SEYSSINS 
38200,SEYSSUEL 
38590,SILLANS 
38570,TENCIN 
38660,LA TERRASSE 
38570,THEYS 
38230,TIGNIEU JAMEYZIEU 
38110,LA TOUR DU PIN 
38660,LE TOUVET 
38460,TREPT 
38700,LA TRONCHE 
38210,TULLINS 
38540,VALENCIN 
38760,VARCES ALLIERES ET RISSET 
38410,VAULNAVEYS LE HAUT 
38090,VAULX MILIEU 
38290,LA VERPILLIERE 
38420,LE VERSOUD 
38510,VEZERONCE CURTIN 
38200,VIENNE 
38450,VIF 
38190,VILLARD BONNOT 
38250,VILLARD DE LANS 
38090,VILLEFONTAINE 
38460,VILLEMOIRIEU 
38280,VILLETTE D ANTHON 
38200,VILLETTE DE VIENNE 
38470,VINAY 
38730,VAL DE VIRIEU 
38980,VIRIVILLE 
38220,VIZILLE 
38500,VOIRON 
38340,VOREPPE 
38210,VOUREY 
39600,ARBOIS 
39140,BLETTERANS 
39220,BOIS D AMONT 
39300,CHAMPAGNOLE 
39120,CHAUSSIN 
39500,DAMPARIS 
39100,DOLE 
39100,FOUCHERANS 
39170,LAVANS LES ST CLAUDE 
39000,LONS LE SAUNIER 
39260,MOIRANS EN MONTAGNE 
39570,MONTMOROT 
39400,MORBIER 
39400,HAUTS DE BIENNE 
39270,ORGELET 
39570,PERRIGNY 
39800,POLIGNY 
39220,LES ROUSSES 
39400,LES ROUSSES 
39160,ST AMOUR 
39410,ST AUBIN 
39200,ST CLAUDE 
39150,ST LAURENT EN GRANDVAUX 
39170,COTEAUX DU LIZON 
39110,SALINS LES BAINS 
39500,TAVAUX 
40800,AIRE SUR L ADOUR 
40330,AMOU 
40150,ANGRESSE 
40230,BENESSE MAREMNE 
40280,BENQUET 
40600,BISCARROSSE 
40280,BRETAGNE DE MARSAN 
40130,CAPBRETON 
40260,CASTETS 
40100,DAX 
40380,GAMARDE LES BAINS 
40270,GRENADE SUR L ADOUR 
40700,HAGETMAU 
40180,HINX 
40530,LABENNE 
40210,LABOUHEYRE 
40550,LEON 
40260,LINXE 
40170,LIT ET MIXE 
40140,MAGESCQ 
40990,MEES 
40200,MIMIZAN 
40000,MONT DE MARSAN 
40110,MORCENX LA NOUVELLE 
40180,NARROSSE 
40180,OEYRELUY 
40440,ONDRES 
40160,PARENTIS EN BORN 
40300,PEYREHORADE 
40360,POMAREZ 
40200,PONTENX LES FORGES 
40465,PONTONX SUR L ADOUR 
40350,POUILLON 
40370,RION DES LANDES 
40120,ROQUEFORT 
40390,ST ANDRE DE SEIGNANX 
40230,ST GEOURS DE MAREMNE 
40230,ST JEAN DE MARSACQ 
40170,ST JULIEN EN BORN 
40390,ST MARTIN DE HINX 
40390,ST MARTIN DE SEIGNANX 
40990,ST PAUL LES DAX 
40090,ST PERDON 
40280,ST PIERRE DU MONT 
40500,ST SEVER 
40990,ST VINCENT DE PAUL 
40230,ST VINCENT DE TYROSSE 
40460,SANGUINET 
40230,SAUBION 
40230,SAUBRIGUES 
40180,SAUGNAC ET CAMBRAN 
40510,SEIGNOSSE 
40150,SOORTS HOSSEGOR 
40140,SOUSTONS 
40220,TARNOS 
40400,TARTAS 
40230,TOSSE 
40480,VIEUX BOUCAU LES BAINS 
40190,VILLENEUVE DE MARSAN 
40160,YCHOUX 
41000,BLOIS 
41120,CANDE SUR BEUVRON 
41120,CELLETTES 
41120,CHAILLES 
41130,CHATILLON SUR CHER 
41260,LA CHAUSSEE ST VICTOR 
41150,VALLOIRE SUR CISSE 
41120,LE CONTROIS EN SOLOGNE 
41400,LE CONTROIS EN SOLOGNE 
41700,LE CONTROIS EN SOLOGNE 
41120,CORMERAY 
41700,COUR CHEVERNY 
41130,GIEVRES 
41350,HUISSEAU SUR COSSON 
41600,LAMOTTE BEUVRON 
41500,MER 
41190,VALENCISSE 
41120,LES MONTILS 
41800,MONTOIRE SUR LE LOIR 
41250,MONT PRES CHAMBORD 
41400,MONTRICHARD VAL DE CHER 
41230,MUR DE SOLOGNE 
41100,NAVEIL 
41600,NOUAN LE FUZELIER 
41140,NOYERS SUR CHER 
41150,VEUZAIN SUR LOIRE 
41290,OUCQUES LA NOUVELLE 
41160,BEAUCE LA ROMAINE 
41240,BEAUCE LA ROMAINE 
41400,PONTLEVOY 
41200,PRUNIERS EN SOLOGNE 
41200,ROMORANTIN LANTHENAY 
41110,ST AIGNAN 
41350,ST CLAUDE DE DIRAY 
41400,ST GEORGES SUR CHER 
41350,ST GERVAIS LA FORET 
41220,ST LAURENT NOUAN 
41100,ST OUEN 
41000,ST SULPICE DE POMMERAY 
41300,SALBRIS 
41360,SAVIGNY SUR BRAYE 
41130,SELLES SUR CHER 
41230,SOINGS EN SOLOGNE 
41500,SUEVRES 
41100,VENDOME 
41000,VILLEBAROU 
41200,VILLEFRANCHE SUR CHER 
41350,VINEUIL 
42820,AMBIERLE 
42160,ANDREZIEUX BOUTHEON 
42330,AVEIZIEUX 
42510,BALBIGNY 
42210,BELLEGARDE EN FOREZ 
42130,BOEN SUR LIGNON 
42160,BONSON 
42220,BOURG ARGENTAL 
42720,BRIENNON 
42510,BUSSIERES 
42320,CELLIEU 
42330,CHAMBOEUF 
42500,LE CHAMBON FEUGEROLLES 
42600,CHAMPDIEU 
42190,CHARLIEU 
42800,CHATEAUNEUF 
42410,CHAVANAY 
42140,CHAZELLES SUR LYON 
42120,COMMELLE VERNAY 
42120,LE COTEAU 
42330,CUZIEU 
42580,L ETRAT 
42110,FEURS 
42700,FIRMINY 
42480,LA FOUILLOUSE 
42490,FRAISSES 
42320,LA GRAND CROIX 
42152,L HORME 
42155,LENTIGNY 
42600,LEZIGNEUX 
42420,LORETTE 
42300,MABLY 
42520,MACLAS 
42600,MONTBRISON 
42210,MONTROND LES BAINS 
42440,NOIRETABLE 
42360,PANISSIERES 
42410,PELUSSIN 
42380,PERIGNEUX 
42120,PERREUX 
42155,POUILLY LES NONAINS 
42720,POUILLY SOUS CHARLIEU 
42370,RENAISON 
42150,LA RICAMARIE 
42153,RIORGES 
42800,RIVE DE GIER 
42300,ROANNE 
42230,ROCHE LA MOLIERE 
42370,ST ANDRE D APCHON 
42210,ST ANDRE LE PUY 
42330,ST BONNET LES OULES 
42400,ST CHAMOND 
42320,ST CHRISTO EN JAREZ 
42160,ST CYPRIEN 
42000,ST ETIENNE 
42100,ST ETIENNE 
42230,ST ETIENNE 
42330,ST GALMIER 
42530,ST GENEST LERPT 
42660,ST GENEST MALIFAUX 
42800,GENILAC 
42260,ST GERMAIN LAVAL 
42570,ST HEAND 
42650,ST JEAN BONNEFONDS 
42800,ST JOSEPH 
42540,ST JUST LA PENDUE 
42680,ST MARCELLIN EN FOREZ 
42800,ST MARTIN LA PLAINE 
42240,ST MAURICE EN GOURGOIS 
42190,ST NIZIER SOUS CHARLIEU 
42740,ST PAUL EN JAREZ 
42520,ST PIERRE DE BOEUF 
42270,ST PRIEST EN JAREZ 
42170,ST JUST ST RAMBERT 
42610,ST ROMAIN LE PUY 
42470,ST SYMPHORIEN DE LAY 
42600,SAVIGNEUX 
42290,SORBIERS 
42450,SURY LE COMTAL 
42350,LA TALAUDIERE 
42240,UNIEUX 
42340,VEAUCHE 
42390,VILLARS 
42300,VILLEREST 
42720,VOUGY 
43110,AUREC SUR LOIRE 
43210,BAS EN BASSET 
43590,BEAUZAC 
43700,BLAVOZY 
43100,BRIOUDE 
43700,BRIVES CHARENSAC 
43770,CHADRAC 
43400,LE CHAMBON SUR LIGNON 
43700,COUBON 
43500,CRAPONNE SUR ARZON 
43370,CUSSAC SUR LOIRE 
43220,DUNIERES 
43000,ESPALY ST MARCEL 
43300,LANGEAC 
43260,LANTRIAC 
43200,LAPTE 
43150,LE MONASTIER SUR GAZEILLE 
43120,MONISTROL SUR LOIRE 
43000,POLIGNAC 
43330,PONT SALOMON 
43000,LE PUY EN VELAY 
43130,RETOURNAC 
43800,ROSIERES 
