idRepas,codePostal,ville,AdressePart,idGroupe,dateReu,nomReu 
8,54710,LUDRES,2134 boulevard Maryse,7071007066,1989-06-14 23:03:54,Reunion du 1989-06-14 23:03:54 
5,73000,JACOB BELLECOMBETTE,767 rue Patrick Apt. 054,8955663592,2020-04-29 07:11:51,Reunion du 2020-04-29 07:11:51 
9,13550,NOVES,9743 boulevard Sylvie Apt. 521,8963667686,2003-11-20 00:52:57,Reunion du 2003-11-20 00:52:57 
9,37230,PERNAY,32611 chemin Brigitte Suite 605,1261049603,1979-11-08 10:59:15,Reunion du 1979-11-08 10:59:15 
6,37550,ST AVERTIN,05409 avenue Marchand Suite 428,2889646542,1972-08-07 21:19:29,Reunion du 1972-08-07 21:19:29 
16,88230,FRAIZE,492 boulevard Yves Apt. 757,4747465367,1990-11-10 16:08:52,Reunion du 1990-11-10 16:08:52 
7,83440,TOURRETTES,83206 rue Gagnon Suite 274,5864148311,2025-06-06 23:57:48,Reunion du 2025-06-06 23:57:48 
6,62620,RUITZ,12989 alle Harvey,4930806878,1974-01-12 13:59:10,Reunion du 1974-01-12 13:59:10 
11,33480,MOULIS EN MEDOC,49777 route Paulette Suite 741,7071007066,2000-05-25 08:18:11,Reunion du 2000-05-25 08:18:11 
15,1390,ST ANDRE DE CORCY,89541 montee Forget Apt. 411,7071007066,2010-03-02 02:11:11,Reunion du 2010-03-02 02:11:11 
3,78270,BONNIERES SUR SEINE,199 chemin Renee Suite 679,6555942212,2011-08-08 16:46:39,Reunion du 2011-08-08 16:46:39 
10,31270,FROUZINS,981 rang Champagne Suite 562,4068143704,1971-12-12 18:36:46,Reunion du 1971-12-12 18:36:46 
5,59187,DECHY,23961 boulevard Jacques Suite 893,2102967717,1999-10-04 09:24:46,Reunion du 1999-10-04 09:24:46 
4,85300,SOULLANS,4120 rang Michel Apt. 302,7146957910,2023-09-22 10:28:01,Reunion du 2023-09-22 10:28:01 
3,56800,PLOERMEL,6674 route Samuel,7763035469,1994-04-14 01:45:01,Reunion du 1994-04-14 01:45:01 
12,1160,PRIAY,73459 avenue Arthur,3978710794,1982-02-10 17:45:44,Reunion du 1982-02-10 17:45:44 
2,35700,RENNES,94084 alle Jean Apt. 715,3978710794,1990-03-18 23:00:02,Reunion du 1990-03-18 23:00:02 
10,66110,AMELIE LES BAINS PALALDA,9632 rue Diane Apt. 766,2066876245,2019-07-04 12:10:46,Reunion du 2019-07-04 12:10:46 
9,91540,FONTENAY LE VICOMTE,964 route Celina,5838833364,1982-03-01 04:44:56,Reunion du 1982-03-01 04:44:56 
6,76290,MONTIVILLIERS,8108 chemin Denise Apt. 564,7686223568,2003-01-01 16:14:04,Reunion du 2003-01-01 16:14:04 
11,10190,ESTISSAC,55165 chemin Masse Apt. 893,2238302833,1978-09-29 07:42:18,Reunion du 1978-09-29 07:42:18 
13,25140,CHARQUEMONT,0409 avenue Catherine,4068143704,1992-01-14 18:34:09,Reunion du 1992-01-14 18:34:09 
1,24330,BOULAZAC ISLE MANOIRE,360 alle Brassard Suite 389,5135902227,1977-09-12 23:03:13,Reunion du 1977-09-12 23:03:13 
6,59151,ARLEUX,977 route Arsenault,7905312397,1977-05-16 15:32:00,Reunion du 1977-05-16 15:32:00 
12,67860,RHINAU,6797 route Carrier Apt. 462,6652353540,1990-06-04 16:58:18,Reunion du 1990-06-04 16:58:18 
5,33230,ABZAC,846 montee Roger,8410246458,1993-07-26 02:32:18,Reunion du 1993-07-26 02:32:18 
9,69430,BEAUJEU,698 montee Dupont,9261488154,1978-10-03 07:39:24,Reunion du 1978-10-03 07:39:24 
13,39400,HAUTS DE BIENNE,055 boulevard Margaret Apt. 265,4085173303,1974-10-11 01:23:36,Reunion du 1974-10-11 01:23:36 
8,62720,RINXENT,4113 chemin Dion,7763035469,1971-08-03 14:33:58,Reunion du 1971-08-03 14:33:58 
14,71240,VARENNES LE GRAND,5724 montee Laplante,6099325542,1977-01-20 12:39:03,Reunion du 1977-01-20 12:39:03 
3,27600,GAILLON,637 montee Desjardins Suite 357,7146957910,1972-10-30 09:31:50,Reunion du 1972-10-30 09:31:50 
8,77170,COUBERT,5081 route Marguerite,5505889026,1985-04-24 20:20:59,Reunion du 1985-04-24 20:20:59 
8,81120,TERRE DE BANCALIE,7480 route Robert,9547573045,1991-09-10 07:22:58,Reunion du 1991-09-10 07:22:58 
3,97250,ST PIERRE,5611 alle Doucet Suite 066,4085173303,2010-07-09 18:11:01,Reunion du 2010-07-09 18:11:01 
9,83110,SANARY SUR MER,41736 montee Danielle Suite 485,9772259817,1993-07-11 01:06:36,Reunion du 1993-07-11 01:06:36 
6,44360,CORDEMAIS,5105 avenue Deschenes Suite 911,4042598904,1996-06-16 02:31:04,Reunion du 1996-06-16 02:31:04 
2,62840,LAVENTIE,10840 rue Giroux Suite 592,5268366689,1993-03-07 14:30:55,Reunion du 1993-03-07 14:30:55 
4,82130,L HONOR DE COS,70768 rue Masse,4038693869,2016-04-11 12:06:33,Reunion du 2016-04-11 12:06:33 
10,86340,NOUAILLE MAUPERTUIS,3366 rue Emmanuelle,9772259817,1989-12-09 00:01:09,Reunion du 1989-12-09 00:01:09 
14,34750,VILLENEUVE LES MAGUELONE,93764 rue Olivier,2800985924,1994-11-18 05:39:43,Reunion du 1994-11-18 05:39:43 
12,97480,ST JOSEPH,033 avenue Aurore Suite 915,6409209321,1976-04-07 01:01:47,Reunion du 1976-04-07 01:01:47 
12,92330,SCEAUX,9555 rue Lauzon,9345443347,1990-09-06 22:51:51,Reunion du 1990-09-06 22:51:51 
7,74270,FRANGY,12824 rue Noel,3978710794,2021-03-28 01:26:59,Reunion du 2021-03-28 01:26:59 
9,33670,CREON,26113 avenue Stephanie,7111022030,1981-02-04 10:52:57,Reunion du 1981-02-04 10:52:57 
14,30140,ANDUZE,7514 chemin Susanne Suite 646,2889646542,1970-02-14 05:40:06,Reunion du 1970-02-14 05:40:06 
3,50100,CHERBOURG EN COTENTIN,410 rue Lebel Apt. 459,7745771295,2026-01-14 22:31:01,Reunion du 2026-01-14 22:31:01 
3,22980,PLELAN LE PETIT,527 rue Richard Suite 821,7686223568,1983-01-20 15:51:31,Reunion du 1983-01-20 15:51:31 
2,59420,MOUVAUX,0494 rang Dufour,7480638850,1992-05-19 17:54:44,Reunion du 1992-05-19 17:54:44 
11,24460,AGONAC,639 route Vezina Apt. 215,9502216736,1985-11-03 12:20:19,Reunion du 1985-11-03 12:20:19 
13,13740,LE ROVE,86012 montee Thibodeau,4747465367,1982-11-10 21:16:54,Reunion du 1982-11-10 21:16:54 
1,25500,LES FINS,899 boulevard Lessard Suite 245,8397930702,1994-12-02 11:49:30,Reunion du 1994-12-02 11:49:30 
7,60250,BALAGNY SUR THERAIN,783 boulevard Veilleux Apt. 437,4198575360,1975-04-29 10:16:55,Reunion du 1975-04-29 10:16:55 
10,55240,BOULIGNY,0806 rue Hugues,1884335769,2003-07-20 06:15:48,Reunion du 2003-07-20 06:15:48 
16,57160,MOULINS LES METZ,18623 route Veronique Suite 532,5103259653,2014-03-11 17:26:02,Reunion du 2014-03-11 17:26:02 
8,97234,FORT DE FRANCE,767 boulevard Andre,6434478938,2022-03-15 19:31:36,Reunion du 2022-03-15 19:31:36 
8,35520,LA MEZIERE,053 chemin Joseph,7905312397,1990-01-19 17:08:46,Reunion du 1990-01-19 17:08:46 
17,78630,MORAINVILLIERS,1459 avenue Dupont Suite 608,7372637477,2005-12-04 06:17:07,Reunion du 2005-12-04 06:17:07 
12,60150,LONGUEIL ANNEL,2895 boulevard Giroux,1884335769,1984-10-24 08:41:32,Reunion du 1984-10-24 08:41:32 
8,61140,JUVIGNY VAL D ANDAINE,12326 montee Gendron,5103259653,2016-10-19 12:33:08,Reunion du 2016-10-19 12:33:08 
12,71300,MONTCEAU LES MINES,2972 montee Louis Suite 069,3152799581,1998-10-21 02:01:26,Reunion du 1998-10-21 02:01:26 
10,88390,LES FORGES,15491 rang Charlotte Suite 338,4198575360,1994-11-23 13:17:02,Reunion du 1994-11-23 13:17:02 
11,37420,SAVIGNY EN VERON,070 rue Archambault,6099325542,1993-02-22 17:44:14,Reunion du 1993-02-22 17:44:14 
5,67860,RHINAU,924 boulevard Deschenes,7798517131,2025-01-30 09:49:21,Reunion du 2025-01-30 09:49:21 
14,80640,HORNOY LE BOURG,098 rue Camille Suite 676,5838833364,1981-05-12 12:17:01,Reunion du 1981-05-12 12:17:01 
13,50500,CARENTAN LES MARAIS,59835 rang Denise Suite 146,3978710794,2000-01-25 01:34:18,Reunion du 2000-01-25 01:34:18 
4,29800,LANDERNEAU,96338 chemin Charette Apt. 751,4085173303,1971-05-10 16:46:16,Reunion du 1971-05-10 16:46:16 
7,29150,CHATEAULIN,5320 route Houde,9502216736,2006-03-05 14:35:24,Reunion du 2006-03-05 14:35:24 
4,72400,LA FERTE BERNARD,8383 chemin Mercier Suite 050,9345443347,1980-11-15 04:56:50,Reunion du 1980-11-15 04:56:50 
10,59237,VERLINGHEM,2499 rue Laetitia Apt. 988,5103259653,2019-04-28 02:41:26,Reunion du 2019-04-28 02:41:26 
8,15400,RIOM ES MONTAGNES,1095 route Guillemette Suite 730,1936871767,2000-11-28 09:11:48,Reunion du 2000-11-28 09:11:48 
9,29233,CLEDER,8326 chemin Asselin,4038693869,1979-12-01 18:24:05,Reunion du 1979-12-01 18:24:05 
3,1120,NIEVROZ,6876 rang Alain Suite 455,4068143704,1974-03-20 08:58:44,Reunion du 1974-03-20 08:58:44 
11,82120,LAVIT,8506 boulevard Bolduc,1510243792,1973-03-16 03:26:51,Reunion du 1973-03-16 03:26:51 
10,77640,JOUARRE,5566 montee Lucas Apt. 498,9345443347,1982-06-19 09:32:49,Reunion du 1982-06-19 09:32:49 
14,1390,TRAMOYES,972 boulevard Sarah,6482736693,2006-01-13 18:20:01,Reunion du 2006-01-13 18:20:01 
7,17160,MATHA,65545 route Jules,6284971772,1974-08-14 01:51:59,Reunion du 1974-08-14 01:51:59 
7,20167,SARROLA CARCOPINO,91638 route Carrier,4180548101,1974-11-27 10:59:37,Reunion du 1974-11-27 10:59:37 
4,1800,ST MAURICE DE GOURDANS,0373 montee Lachance Suite 156,5322493021,1999-02-01 10:16:20,Reunion du 1999-02-01 10:16:20 
9,13112,LA DESTROUSSE,1415 alle Pierre,9265611153,2018-05-26 15:19:49,Reunion du 2018-05-26 15:19:49 
11,53410,ST PIERRE LA COUR,5404 avenue Doucet,8351956776,1993-06-11 16:47:09,Reunion du 1993-06-11 16:47:09 
8,27930,GUICHAINVILLE,93949 chemin Lacroix Suite 205,9502216736,2022-06-23 21:14:41,Reunion du 2022-06-23 21:14:41 
10,35137,BEDEE,9138 montee Nicole,3354519176,1970-07-28 00:31:53,Reunion du 1970-07-28 00:31:53 
3,68100,MULHOUSE,550 rang Gilles Apt. 226,1510243792,2024-07-07 23:46:52,Reunion du 2024-07-07 23:46:52 
10,2430,GAUCHY,0778 boulevard Vincent,6434478938,2004-07-16 12:56:08,Reunion du 2004-07-16 12:56:08 
6,18600,SANCOINS,4877 alle Bolduc Suite 506,4747465367,2017-01-23 09:11:59,Reunion du 2017-01-23 09:11:59 
9,29460,DIRINON,768 rue Mathieu,6175782848,1974-11-21 17:40:35,Reunion du 1974-11-21 17:40:35 
5,50550,ST VAAST LA HOUGUE,5444 avenue Poirier Suite 711,5864148311,1983-06-30 17:10:50,Reunion du 1983-06-30 17:10:50 
4,38290,SATOLAS ET BONCE,4633 avenue Hamel Apt. 235,4329907898,1997-03-10 18:02:32,Reunion du 1997-03-10 18:02:32 
11,20124,ZONZA,69266 chemin Marcelle,7905312397,1976-02-06 18:04:50,Reunion du 1976-02-06 18:04:50 
10,71870,HURIGNY,5184 rue Provencher Apt. 988,6434478938,1974-11-19 13:50:56,Reunion du 1974-11-19 13:50:56 
10,73240,ST GENIX LES VILLAGES,865 boulevard Bedard,5317614257,2001-12-19 14:56:41,Reunion du 2001-12-19 14:56:41 
7,41140,NOYERS SUR CHER,1145 rang Mathilde,7905312397,1989-01-02 07:51:53,Reunion du 1989-01-02 07:51:53 
5,69780,TOUSSIEU,4885 alle Dorothee Suite 786,3978710794,1977-05-01 16:55:47,Reunion du 1977-05-01 16:55:47 
13,17230,ST OUEN D AUNIS,700 route Camille Suite 460,2592016088,2010-03-15 01:02:05,Reunion du 2010-03-15 01:02:05 
9,35500,VITRE,32592 montee Zacharie Apt. 281,7905312397,1975-05-08 07:58:14,Reunion du 1975-05-08 07:58:14 
15,16500,CONFOLENS,4603 route Michelle Apt. 610,6434478938,1980-03-29 17:25:45,Reunion du 1980-03-29 17:25:45 
7,20214,CALENZANA,8802 montee Gregoire Apt. 232,3354519176,2004-09-26 15:18:44,Reunion du 2004-09-26 15:18:44 
11,90600,GRANDVILLARS,0602 rang Elodie,9261488154,1975-12-10 18:44:30,Reunion du 1975-12-10 18:44:30 
3,51140,MUIZON,726 rang Emmanuel Suite 980,1365844017,1970-03-08 16:41:55,Reunion du 1970-03-08 16:41:55 
11,35520,MELESSE,20446 alle Pierre Suite 118,4747465367,1996-08-03 23:53:15,Reunion du 1996-08-03 23:53:15 
1,59780,BAISIEUX,75793 rue Gingras,7745771295,2014-09-17 23:28:24,Reunion du 2014-09-17 23:28:24 
10,67450,MUNDOLSHEIM,186 route Joseph,3614367566,1971-02-12 05:45:24,Reunion du 1971-02-12 05:45:24 
11,54510,TOMBLAINE,649 avenue Richard,2283675638,2025-06-28 22:38:27,Reunion du 2025-06-28 22:38:27 
11,59158,FLINES LES MORTAGNE,07979 boulevard Camille Suite 763,4018507162,2012-08-08 18:01:48,Reunion du 2012-08-08 18:01:48 
7,34540,BALARUC LE VIEUX,3021 montee Cecile,9013394443,1973-11-15 14:27:55,Reunion du 1973-11-15 14:27:55 
7,45510,VIENNE EN VAL,29599 rue Giroux,4068143704,1977-08-11 02:36:44,Reunion du 1977-08-11 02:36:44 
5,82210,ST NICOLAS DE LA GRAVE,9723 chemin Rivard Suite 875,4018507162,1980-06-22 03:45:54,Reunion du 1980-06-22 03:45:54 
8,60350,TROSLY BREUIL,98484 rue Doucet,1936871767,2003-07-20 21:56:00,Reunion du 2003-07-20 21:56:00 
7,79500,MELLE,8445 chemin Michele,4068143704,1977-02-18 07:48:10,Reunion du 1977-02-18 07:48:10 
7,49340,TREMENTINES,99072 montee Leduc Apt. 142,4018507162,2006-06-29 14:56:15,Reunion du 2006-06-29 14:56:15 
4,85260,LES BROUZILS,77299 avenue Dufresne,7071007066,1998-11-14 02:30:31,Reunion du 1998-11-14 02:30:31 
17,26210,ST SORLIN EN VALLOIRE,0124 rue Alain,3152799581,1991-08-25 06:04:00,Reunion du 1991-08-25 06:04:00 
13,41400,ST GEORGES SUR CHER,83040 rue Charest,4747465367,1982-07-09 18:26:14,Reunion du 1982-07-09 18:26:14 
6,62160,AIX NOULETTE,293 boulevard Claudine,1043298550,1987-10-01 21:08:45,Reunion du 1987-10-01 21:08:45 
15,68270,WITTENHEIM,74801 boulevard Margot Apt. 066,6524524474,2007-06-19 21:08:20,Reunion du 2007-06-19 21:08:20 
0,77870,VULAINES SUR SEINE,3957 rue Celine,8327438619,1989-04-30 15:19:22,Reunion du 1989-04-30 15:19:22 
16,42530,ST GENEST LERPT,626 route Chartrand Suite 494,7146957910,2021-06-02 14:17:20,Reunion du 2021-06-02 14:17:20 
16,61140,BAGNOLES DE L ORNE NORMANDIE,56210 rang Jacqueline Apt. 679,2238302833,1990-08-14 14:15:48,Reunion du 1990-08-14 14:15:48 
2,26220,DIEULEFIT,23163 rang Soucy Suite 257,1510243792,2013-05-19 06:14:53,Reunion du 2013-05-19 06:14:53 
10,33750,ST QUENTIN DE BARON,694 montee Martine Apt. 569,9956903268,1981-08-16 14:31:32,Reunion du 1981-08-16 14:31:32 
9,77500,CHELLES,798 avenue Gilbert Suite 874,7763035469,2011-01-06 14:19:05,Reunion du 2011-01-06 14:19:05 
15,13490,JOUQUES,84745 rue Celine Apt. 550,9081404452,2000-06-20 16:26:08,Reunion du 2000-06-20 16:26:08 
9,37100,TOURS,2312 route Cecile Apt. 223,6099325542,1996-05-31 00:02:56,Reunion du 1996-05-31 00:02:56 
7,72300,LA CHAPELLE D ALIGNE,1877 montee Edith Apt. 969,5838833364,2021-01-07 05:38:20,Reunion du 2021-01-07 05:38:20 
7,97650,M TSANGAMOUJI,050 montee Raymond Suite 663,1365844017,1994-01-10 19:28:40,Reunion du 1994-01-10 19:28:40 
8,82170,DIEUPENTALE,90431 rang Jessica,9805684696,2025-09-08 13:07:59,Reunion du 2025-09-08 13:07:59 
8,44390,CASSON,971 montee Celine,2561452212,2016-09-22 15:00:54,Reunion du 2016-09-22 15:00:54 
8,44370,LOIREAUXENCE,32626 montee Nadeau Suite 871,9013394443,2016-12-17 02:49:01,Reunion du 2016-12-17 02:49:01 
13,77610,LA HOUSSAYE EN BRIE,784 avenue Margot Suite 972,9547573045,2005-05-24 19:21:48,Reunion du 2005-05-24 19:21:48 
9,15100,ST FLOUR,814 montee Martel Suite 032,5864148311,2016-10-28 06:23:30,Reunion du 2016-10-28 06:23:30 
12,45500,POILLY LEZ GIEN,2701 chemin Couture,4042598904,2016-07-22 15:44:52,Reunion du 2016-07-22 15:44:52 
10,27940,COURCELLES SUR SEINE,7624 montee Edouard,7905312397,2024-06-30 14:41:29,Reunion du 2024-06-30 14:41:29 
9,76100,ROUEN,7565 boulevard Zoe,8955663592,1995-05-18 02:00:21,Reunion du 1995-05-18 02:00:21 
12,22100,TADEN,07240 alle Remy,9261488154,2021-06-28 18:44:42,Reunion du 2021-06-28 18:44:42 
12,6340,DRAP,629 avenue Asselin,6099325542,1997-05-03 12:31:00,Reunion du 1997-05-03 12:31:00 
9,59430,DUNKERQUE,97469 rue Olivier,9903337123,1993-05-14 04:34:40,Reunion du 1993-05-14 04:34:40 
15,42410,CHAVANAY,5776 route Plante,1261049603,1996-07-24 00:48:44,Reunion du 1996-07-24 00:48:44 
4,13860,PEYROLLES EN PROVENCE,148 route Vallee,2800985924,1993-07-30 16:54:03,Reunion du 1993-07-30 16:54:03 
13,14100,ST DESIR,373 rang Manon Suite 597,9502216736,1998-05-10 00:56:40,Reunion du 1998-05-10 00:56:40 
8,29730,TREFFIAGAT,502 rue Timothee,6591629021,1973-01-18 06:53:17,Reunion du 1973-01-18 06:53:17 
13,17150,MIRAMBEAU,896 chemin Victor Apt. 770,9013394443,2017-12-25 09:44:59,Reunion du 2017-12-25 09:44:59 
7,86210,BONNEUIL MATOURS,134 montee Raymond,1043298550,2013-11-04 09:46:07,Reunion du 2013-11-04 09:46:07 
6,32800,EAUZE,26025 rang Pilon Suite 772,4042598904,2014-11-03 08:30:38,Reunion du 2014-11-03 08:30:38 
3,95330,DOMONT,793 boulevard Gervais Apt. 035,5317614257,2022-01-12 16:58:14,Reunion du 2022-01-12 16:58:14 
10,47390,LAYRAC,49330 rang Georges,1043298550,1988-02-08 23:06:44,Reunion du 1988-02-08 23:06:44 
12,35600,STE MARIE,01072 route Jeanne,9013394443,2014-09-23 23:22:37,Reunion du 2014-09-23 23:22:37 
4,33220,STE FOY LA GRANDE,0683 rang Francois Suite 498,2102967717,2013-07-11 18:25:12,Reunion du 2013-07-11 18:25:12 
11,31410,LAVERNOSE LACASSE,976 route Samuel,9261488154,1982-06-20 15:32:30,Reunion du 1982-06-20 15:32:30 
6,59292,ST HILAIRE LEZ CAMBRAI,284 montee Beaudoin,4329907898,1996-02-11 18:30:08,Reunion du 1996-02-11 18:30:08 
5,72110,ST COSME EN VAIRAIS,1020 chemin Poulin,7905312397,2000-06-15 22:06:55,Reunion du 2000-06-15 22:06:55 
12,97670,OUANGANI,2245 route Pilon Suite 517,8410246458,1974-12-06 18:18:45,Reunion du 1974-12-06 18:18:45 
3,50880,PONT HEBERT,086 rang Beaulieu,7111022030,1977-08-19 12:48:31,Reunion du 1977-08-19 12:48:31 
1,7290,SATILLIEU,12948 rue Fontaine,8955663592,2015-03-17 12:01:26,Reunion du 2015-03-17 12:01:26 
10,8350,DONCHERY,53346 alle Edith Suite 025,7745771295,2012-06-11 13:56:59,Reunion du 2012-06-11 13:56:59 
12,67790,STEINBOURG,5597 avenue Richard,6482736693,1978-10-23 22:34:27,Reunion du 1978-10-23 22:34:27 
14,34540,BALARUC LES BAINS,795 boulevard Houle,1936871767,2014-10-11 14:01:55,Reunion du 2014-10-11 14:01:55 
8,14610,CAMBES EN PLAINE,6202 rue Emilie Apt. 781,7905312397,1972-06-16 22:35:15,Reunion du 1972-06-16 22:35:15 
9,60290,RANTIGNY,900 rue Houle,2800985924,2008-12-04 11:08:32,Reunion du 2008-12-04 11:08:32 
6,35450,LIVRE SUR CHANGEON,814 chemin Beauregard,9502216736,1991-09-01 16:33:56,Reunion du 1991-09-01 16:33:56 
12,17190,ST GEORGES D OLERON,509 montee Sirois,5103259653,2022-08-27 08:40:37,Reunion du 2022-08-27 08:40:37 
4,69210,ST GERMAIN NUELLES,950 alle Lamoureux Apt. 799,5835370057,1988-08-07 14:46:11,Reunion du 1988-08-07 14:46:11 
3,77310,PRINGY,316 avenue Nicolas Suite 355,5505889026,2022-07-08 04:30:40,Reunion du 2022-07-08 04:30:40 
7,56230,BERRIC,39609 alle Boucher,2238302833,1992-11-10 13:21:30,Reunion du 1992-11-10 13:21:30 
8,37320,CORMERY,83954 alle Jacqueline,6652353540,2003-01-23 16:27:24,Reunion du 2003-01-23 16:27:24 
11,59830,CYSOING,129 rue Robert,6434478938,1971-10-31 05:24:25,Reunion du 1971-10-31 05:24:25 
8,69700,GIVORS,13204 route Proulx Suite 814,9261488154,1995-06-20 01:18:51,Reunion du 1995-06-20 01:18:51 
12,13990,FONTVIEILLE,1066 route Dupuis,8397930702,2020-12-26 12:37:13,Reunion du 2020-12-26 12:37:13 
12,97130,CAPESTERRE BELLE EAU,5918 montee Zacharie Suite 658,9265611153,1971-02-11 19:22:40,Reunion du 1971-02-11 19:22:40 
10,11110,VINASSAN,820 rue Robert,2889646542,2011-04-17 13:16:52,Reunion du 2011-04-17 13:16:52 
6,59980,BERTRY,522 avenue Leblanc Suite 231,9805684696,1995-10-21 06:26:18,Reunion du 1995-10-21 06:26:18 
1,59400,FONTAINE NOTRE DAME,2710 rang Tessier,6905632953,2003-09-11 12:38:38,Reunion du 2003-09-11 12:38:38 
12,29350,MOELAN SUR MER,859 rue Yves,6226286578,1975-05-17 02:06:43,Reunion du 1975-05-17 02:06:43 
7,18220,LES AIX D ANGILLON,96026 montee Brunet Apt. 385,5838833364,2003-03-05 15:05:29,Reunion du 2003-03-05 15:05:29 
16,2110,BOHAIN EN VERMANDOIS,698 alle Alice,3740641722,1989-03-09 13:12:57,Reunion du 1989-03-09 13:12:57 
9,74920,COMBLOUX,410 route Pauline,6524524474,2026-01-28 08:15:43,Reunion du 2026-01-28 08:15:43 
13,54240,JOEUF,1053 avenue Oceane,7480638850,1998-12-13 06:29:09,Reunion du 1998-12-13 06:29:09 
16,7400,ROCHEMAURE,6924 rue Veilleux,7686223568,2015-01-24 19:32:52,Reunion du 2015-01-24 19:32:52 
10,45400,SEMOY,90402 boulevard Beauchamp,2592016088,1993-11-02 13:44:34,Reunion du 1993-11-02 13:44:34 
8,11120,ST NAZAIRE D AUDE,372 chemin Piche,3221606381,2006-09-07 01:54:07,Reunion du 2006-09-07 01:54:07 
8,84110,VAISON LA ROMAINE,4105 boulevard Croteau Apt. 966,5838833364,1972-11-29 19:32:53,Reunion du 1972-11-29 19:32:53 
7,80400,EPPEVILLE,2572 rang Brunet Apt. 270,7798517131,2011-02-15 19:15:00,Reunion du 2011-02-15 19:15:00 
12,44170,VAY,04173 chemin Gilbert Apt. 293,1936871767,1980-07-02 22:18:47,Reunion du 1980-07-02 22:18:47 
15,8350,VRIGNE AUX BOIS,73776 avenue Laplante,8955663592,2011-03-09 07:55:18,Reunion du 2011-03-09 07:55:18 
9,88330,CHATEL SUR MOSELLE,8402 rue Francois,4042598904,2020-07-07 03:07:01,Reunion du 2020-07-07 03:07:01 
15,59140,DUNKERQUE,560 montee Grenier Apt. 823,8327438619,1970-02-08 01:54:44,Reunion du 1970-02-08 01:54:44 
15,69440,ST LAURENT D AGNY,883 avenue Claude,7905312397,2025-09-05 15:45:28,Reunion du 2025-09-05 15:45:28 
12,11120,ST MARCEL SUR AUDE,470 rue Nathalie Suite 760,5429681335,1989-07-24 10:01:26,Reunion du 1989-07-24 10:01:26 
4,62430,SALLAUMINES,152 avenue Demers Apt. 238,1143066551,1990-11-16 22:17:46,Reunion du 1990-11-16 22:17:46 
11,94490,ORMESSON SUR MARNE,6396 chemin Celine,6905632953,1986-08-11 17:24:34,Reunion du 1986-08-11 17:24:34 
16,16440,NERSAC,218 rue Potvin,9502216736,2014-05-15 16:52:55,Reunion du 2014-05-15 16:52:55 
6,78540,VERNOUILLET,7019 route Simard Apt. 309,8351956776,2013-06-25 16:18:45,Reunion du 2013-06-25 16:18:45 
12,6000,NICE,37125 route Anais Apt. 215,6524524474,1988-03-18 11:33:45,Reunion du 1988-03-18 11:33:45 
8,66600,RIVESALTES,3026 route Potvin Apt. 396,3740641722,2012-05-13 16:57:30,Reunion du 2012-05-13 16:57:30 
7,41130,SELLES SUR CHER,878 alle Simard Apt. 582,3614367566,2025-12-15 17:22:20,Reunion du 2025-12-15 17:22:20 
2,73370,LE BOURGET DU LAC,590 rue Daniel Apt. 369,4747465367,2001-03-19 16:22:26,Reunion du 2001-03-19 16:22:26 
6,69430,DEUX GROSNES,03480 alle Boucher Apt. 012,2333782430,1976-01-21 10:43:19,Reunion du 1976-01-21 10:43:19 
11,85470,BREM SUR MER,3612 chemin Julie,4042598904,1987-10-11 22:13:45,Reunion du 1987-10-11 22:13:45 
