idRepas,codePostal,ville,AdressePart,idGroupe,dateReu,nomReu 
6,6130,Grasse,3587 montee Nicolas,8858129238,2019-08-01 20:13:56,Reunion du 2019-08-01 20:13:56 
3,54910,Valleroy,508 rue Boulanger Suite 402,5165397688,2013-06-29 04:58:30,Reunion du 2013-06-29 04:58:30 
9,94480,Ablon-sur-Seine,682 montee Paul Suite 270,1449320867,2005-12-06 02:32:37,Reunion du 2005-12-06 02:32:37 
9,94320,Thiais,29652 avenue Thibault Apt. 561,8767789903,1975-10-03 11:59:28,Reunion du 1975-10-03 11:59:28 
6,69300,Caluire-et-Cuire,35855 rue Pelletier,1903333882,2002-09-28 02:08:47,Reunion du 2002-09-28 02:08:47 
6,14530,Luc-sur-Mer,284 route Emilie Suite 141,7185045729,2022-02-05 20:27:14,Reunion du 2022-02-05 20:27:14 
7,17200,Royan,2198 boulevard Cyr,9524269094,1997-03-03 18:05:19,Reunion du 1997-03-03 18:05:19 
6,58260,Machine,0111 rue Bernard Suite 084,3629031470,2012-01-09 23:19:06,Reunion du 2012-01-09 23:19:06 
11,35400,Saint-Malo,0017 rue Nadeau,3138503906,2012-12-16 22:46:26,Reunion du 2012-12-16 22:46:26 
3,62130,Saint-Pol-sur-Ternoise,807 alle Lemieux,5825014220,2015-03-23 17:09:37,Reunion du 2015-03-23 17:09:37 
13,69000,Lyon,1847 chemin Chartrand Suite 278,3585354305,1978-04-29 08:23:20,Reunion du 1978-04-29 08:23:20 
16,94320,Thiais,29652 avenue Thibault Apt. 561,9732817225,2010-11-09 00:21:02,Reunion du 2010-11-09 00:21:02 
4,54920,Villers-la-Montagne,131 boulevard Boulanger,7447099572,2004-03-15 09:00:15,Reunion du 2004-03-15 09:00:15 
10,30350,Lezan,72586 avenue Elise Suite 482,3585354305,2000-06-04 13:22:54,Reunion du 2000-06-04 13:22:54 
5,59110,Madeleine,9983 chemin Lucy Suite 089,7004012678,2013-10-20 12:44:52,Reunion du 2013-10-20 12:44:52 
8,51100,Reims,163 alle Arthur Suite 272,6097674576,2009-05-07 06:15:22,Reunion du 2009-05-07 06:15:22 
4,66350,Toulouges,3626 route Plourde Apt. 861,2072036671,2024-04-05 00:36:26,Reunion du 2024-04-05 00:36:26 
12,42680,Saint-Marcellin-en-Forez,448 rue Patricia,5841144492,1990-02-03 00:51:31,Reunion du 1990-02-03 00:51:31 
14,93450,Ile-Saint-Denis,716 boulevard Marguerite,4328348631,1981-04-08 08:36:44,Reunion du 1981-04-08 08:36:44 
4,97354,Remire-Montjoly,17548 rue Sebastien Apt. 642,5879382266,1995-02-22 12:18:50,Reunion du 1995-02-22 12:18:50 
11,39260,Moirans-en-Montagne,81363 rue Isabelle Suite 181,2908087036,1973-05-06 23:01:00,Reunion du 1973-05-06 23:01:00 
7,95100,Argenteuil,7592 rue Louis Apt. 323,3112366825,2007-04-29 16:47:28,Reunion du 2007-04-29 16:47:28 
15,68270,Wittenheim,687 chemin Therese,5165397688,2013-03-28 07:20:12,Reunion du 2013-03-28 07:20:12 
10,93390,Clichy-sous-Bois,8088 rang Luc,4328348631,2003-05-07 07:09:41,Reunion du 2003-05-07 07:09:41 
11,77250,Moret-Loing-et-Orvanne,16571 chemin Noel,9109848312,1980-10-26 10:56:37,Reunion du 1980-10-26 10:56:37 
11,24310,Brantome en Perigord,2105 rue Brigitte Apt. 843,1287672852,1995-08-25 01:42:17,Reunion du 1995-08-25 01:42:17 
9,1630,Saint-Genis-Pouilly,526 rue Houde Apt. 520,9484991502,1987-09-06 20:09:03,Reunion du 1987-09-06 20:09:03 
9,83430,Saint-Mandrier-sur-Mer,736 boulevard Virginie,4383459326,2023-12-13 15:28:03,Reunion du 2023-12-13 15:28:03 
11,34120,Nezignan-lEveque,025 rue Edith Apt. 026,4957143470,1999-01-31 20:17:04,Reunion du 1999-01-31 20:17:04 
7,7200,Saint-Etienne-de-Fontbellon,30316 montee Duchesne,1317917664,1985-05-31 10:55:07,Reunion du 1985-05-31 10:55:07 
8,97650,Bandraboua,43999 boulevard Drolet,1482765164,2002-08-31 17:28:56,Reunion du 2002-08-31 17:28:56 
2,31470,Fonsorbes,7588 rue Leclerc,2993742831,2022-12-25 05:52:18,Reunion du 2022-12-25 05:52:18 
7,92120,Montrouge,06210 alle Champagne Suite 490,2700688757,1990-03-06 06:06:20,Reunion du 1990-03-06 06:06:20 
3,77820,Chatelet-en-Brie,3710 boulevard Nathalie,1070662891,2023-06-29 22:13:32,Reunion du 2023-06-29 22:13:32 
7,38670,Chasse-sur-Rhone,997 chemin Marie,4859961557,2014-03-28 19:55:36,Reunion du 2014-03-28 19:55:36 
10,59910,Bondues,448 route Proulx,7447099572,1991-09-21 15:00:21,Reunion du 1991-09-21 15:00:21 
4,4290,Volonne,8626 rang Pilon Suite 783,7323806146,1985-11-08 14:18:36,Reunion du 1985-11-08 14:18:36 
0,44160,Pontchateau,201 boulevard Francois Suite 395,1482765164,1988-07-26 10:17:07,Reunion du 1988-07-26 10:17:07 
7,34190,Laroque,52865 rang Julie Apt. 515,8276005835,2009-07-26 09:52:13,Reunion du 2009-07-26 09:52:13 
5,38290,Satolas-et-Bonce,28078 route Simone,6097674576,1975-02-13 23:01:16,Reunion du 1975-02-13 23:01:16 
15,25300,Doubs,1110 boulevard Lapointe Apt. 120,8088067655,2017-03-13 02:28:45,Reunion du 2017-03-13 02:28:45 
16,85700,Sevremont,5630 montee Giguere Suite 253,2298748619,1976-02-01 22:01:52,Reunion du 1976-02-01 22:01:52 
12,31220,Cazeres,130 boulevard Eric,7004012678,2007-09-27 15:07:18,Reunion du 2007-09-27 15:07:18 
5,89000,Auxerre,23879 rue Frederic,7985067826,1971-10-29 11:59:17,Reunion du 1971-10-29 11:59:17 
12,38300,Bourgoin-Jallieu,466 chemin Plante,9043921191,2006-07-02 23:31:48,Reunion du 2006-07-02 23:31:48 
6,54520,Laxou,6195 rue Villeneuve Suite 736,3176528821,2024-06-11 13:43:47,Reunion du 2024-06-11 13:43:47 
5,44430,Landreau,80141 avenue Allard,9995609209,2023-02-17 23:27:09,Reunion du 2023-02-17 23:27:09 
4,6390,Contes,5326 rue Celine,9732817225,1990-09-23 09:58:28,Reunion du 1990-09-23 09:58:28 
2,14430,Dozule,394 montee Leclerc,1070662891,2016-08-11 14:48:46,Reunion du 2016-08-11 14:48:46 
7,69700,Montagny,244 route William,8276005835,1999-06-16 20:14:11,Reunion du 1999-06-16 20:14:11 
11,71210,Montchanin,46760 alle Lacroix Suite 112,7447099572,2021-04-29 18:47:58,Reunion du 2021-04-29 18:47:58 
7,56920,Noyal-Pontivy,34843 avenue Denis Apt. 139,1640363113,1991-03-19 22:53:10,Reunion du 1991-03-19 22:53:10 
6,22560,Trebeurden,551 rue Lemay Apt. 187,5086237928,2002-08-29 04:01:57,Reunion du 2002-08-29 04:01:57 
11,39500,Tavaux,2379 boulevard Dufresne Suite 151,4859961557,2005-05-13 02:12:51,Reunion du 2005-05-13 02:12:51 
9,35520,Melesse,0792 rue Dufour Apt. 885,7158043286,1992-04-12 12:41:23,Reunion du 1992-04-12 12:41:23 
4,26000,Valence,923 rue Bergeron,9109848312,2010-07-18 13:06:04,Reunion du 2010-07-18 13:06:04 
4,33650,Martillac,99046 boulevard Marchand,3058947164,1983-01-16 07:26:10,Reunion du 1983-01-16 07:26:10 
16,83330,Evenos,0167 boulevard Elisabeth Apt. 504,4859961557,2000-04-18 00:58:53,Reunion du 2000-04-18 00:58:53 
8,54600,Villers-les-Nancy,1525 rang Patel,7185045729,1984-11-25 20:37:04,Reunion du 1984-11-25 20:37:04 
7,42450,Sury-le-Comtal,790 route Leduc,9708525046,1974-07-31 04:28:10,Reunion du 1974-07-31 04:28:10 
5,22150,Ploeuc-LHermitage,2387 rue Morin Apt. 775,2700688757,2019-05-23 19:00:30,Reunion du 2019-05-23 19:00:30 
3,85000,Mouilleron-le-Captif,4377 avenue Perron,3058947164,2025-01-21 08:02:16,Reunion du 2025-01-21 08:02:16 
4,57480,Sierck-les-Bains,515 boulevard Couture Apt. 437,3058947164,2022-03-25 21:07:23,Reunion du 2022-03-25 21:07:23 
10,27370,Saussaye,55981 rue Beauregard,9322102020,1974-06-13 12:47:27,Reunion du 1974-06-13 12:47:27 
3,78000,Versailles,1352 rue Andre,3164938723,1979-05-12 05:10:49,Reunion du 1979-05-12 05:10:49 
10,11200,Lezignan-Corbieres,17324 alle Jeannine Apt. 852,9524269094,1988-08-10 06:33:55,Reunion du 1988-08-10 06:33:55 
8,44200,Nantes,00039 alle Nadeau Apt. 123,4899580384,2002-10-04 13:26:17,Reunion du 2002-10-04 13:26:17 
11,25700,Mathay,461 chemin Colette,9666700954,1995-12-03 00:01:27,Reunion du 1995-12-03 00:01:27 
13,7200,Aubenas,6598 rue Beaudry Apt. 911,9322102020,1999-11-21 20:07:07,Reunion du 1999-11-21 20:07:07 
10,64250,Cambo-les-Bains,6099 rue Zacharie,2993742831,1998-08-20 06:51:07,Reunion du 1998-08-20 06:51:07 
5,85170,Lucs-sur-Boulogne,46271 rue Hebert Apt. 803,1903333882,1998-12-21 01:56:04,Reunion du 1998-12-21 01:56:04 
15,62160,Grenay,48772 route Anne,5493327657,2002-05-13 07:10:21,Reunion du 2002-05-13 07:10:21 
9,53000,Laval,09927 montee Roland,8095125048,2013-10-08 21:58:12,Reunion du 2013-10-08 21:58:12 
1,13360,Roquevaire,731 alle Morissette Suite 589,8858129238,1971-06-20 19:15:53,Reunion du 1971-06-20 19:15:53 
9,69960,Corbas,50658 avenue Benoit,8767789903,1996-12-31 16:20:36,Reunion du 1996-12-31 16:20:36 
3,29280,Locmaria-Plouzane,5935 route Pelletier Suite 319,9732817225,1976-08-13 00:14:45,Reunion du 1976-08-13 00:14:45 
4,72100,Mans,198 avenue Laetitia,1449320867,1991-10-09 19:40:09,Reunion du 1991-10-09 19:40:09 
10,62370,Sainte-Marie-Kerque,73527 chemin Louise Suite 209,9284475405,1971-01-10 02:05:48,Reunion du 1971-01-10 02:05:48 
6,37500,Chinon,307 montee Stephane,9109848312,2003-12-03 09:13:39,Reunion du 2003-12-03 09:13:39 
5,77127,Lieusaint,733 montee Gregoire Apt. 481,9284475405,1993-07-21 16:20:09,Reunion du 1993-07-21 16:20:09 
13,34750,Villeneuve-les-Maguelone,68463 rue Claudine Suite 679,7728925744,1982-08-13 07:14:53,Reunion du 1982-08-13 07:14:53 
6,1290,Pont-de-Veyle,1806 montee Lemieux,4328554044,1976-07-25 05:45:28,Reunion du 1976-07-25 05:45:28 
14,86000,Poitiers,57425 rue Pouliot,3058947164,1998-05-24 06:05:41,Reunion du 1998-05-24 06:05:41 
3,72110,Saint-Cosme-en-Vairais,354 boulevard Veronique,1493861541,1977-04-04 22:21:56,Reunion du 1977-04-04 22:21:56 
14,77410,Annet-sur-Marne,29083 avenue Luc Suite 204,9666700954,2007-10-14 18:14:03,Reunion du 2007-10-14 18:14:03 
11,95370,Montigny-les-Cormeilles,2302 montee Veronique Suite 023,9708525046,1975-11-13 15:04:00,Reunion du 1975-11-13 15:04:00 
9,13650,Meyrargues,9730 chemin Potvin Apt. 482,1482765164,2017-03-02 17:54:43,Reunion du 2017-03-02 17:54:43 
11,30380,Saint-Christol-lez-Ales,38080 rue Renaud Suite 205,4859961557,2016-07-05 18:21:38,Reunion du 2016-07-05 18:21:38 
3,11150,Bram,71165 rue Lapierre Suite 367,6097674576,1991-06-23 05:10:31,Reunion du 1991-06-23 05:10:31 
6,57185,Clouange,321 montee Thibault,7004012678,2000-11-10 03:49:53,Reunion du 2000-11-10 03:49:53 
13,76290,Montivilliers,3725 avenue Pierre,9484991502,2022-05-05 19:33:22,Reunion du 2022-05-05 19:33:22 
9,69220,Belleville-en-Beaujolais,73589 rue Delisle,3586949717,1982-04-13 09:31:17,Reunion du 1982-04-13 09:31:17 
10,38210,Vourey,20890 boulevard Beaudoin,9322102020,1979-02-20 14:16:49,Reunion du 1979-02-20 14:16:49 
3,56000,Vannes,83744 montee Jacqueline Suite 312,2298748619,1987-11-10 20:11:38,Reunion du 1987-11-10 20:11:38 
13,44860,Pont-Saint-Martin,550 boulevard Guillaume Apt. 530,9995609209,1974-12-26 02:45:28,Reunion du 1974-12-26 02:45:28 
7,78350,Jouy-en-Josas,7356 montee Maxime,5059275049,1994-07-15 05:52:57,Reunion du 1994-07-15 05:52:57 
12,93160,Noisy-le-Grand,33289 boulevard Samuel,3058947164,2012-08-01 05:04:38,Reunion du 2012-08-01 05:04:38 
5,92140,Clamart,23006 rue Zacharie,1640363113,1995-07-17 17:35:21,Reunion du 1995-07-17 17:35:21 
11,77430,Champagne-sur-Seine,06122 rue Patrick,3661134239,1972-06-15 08:22:09,Reunion du 1972-06-15 08:22:09 
2,93240,Stains,534 rang Julien,3661134239,1979-04-28 06:39:29,Reunion du 1979-04-28 06:39:29 
17,78370,Plaisir,57549 boulevard Laurie Apt. 649,7247951868,1972-02-18 10:31:50,Reunion du 1972-02-18 10:31:50 
12,95130,Franconville,89594 rue Gregoire Suite 791,9666700954,2004-02-19 11:00:17,Reunion du 2004-02-19 11:00:17 
4,30130,Saint-Alexandre,2605 rue Gilles Apt. 511,4383459326,1983-11-09 06:56:57,Reunion du 1983-11-09 06:56:57 
12,77170,Servon,548 route Gauthier Apt. 771,9985186113,2019-01-24 17:36:54,Reunion du 2019-01-24 17:36:54 
0,72100,Mans,5794 montee Dionne Apt. 526,9995609209,2024-04-26 13:30:33,Reunion du 2024-04-26 13:30:33 
5,94350,Villiers-sur-Marne,2522 rue Gervais Apt. 872,5841144492,2000-03-14 08:42:15,Reunion du 2000-03-14 08:42:15 
3,13270,Fos-sur-Mer,3144 boulevard Nicole Apt. 990,9322102020,1977-09-10 15:06:19,Reunion du 1977-09-10 15:06:19 
8,97113,Gourbeyre,93606 montee Karine Suite 545,5868221505,1988-06-19 18:30:37,Reunion du 1988-06-19 18:30:37 
4,45200,Montargis,6697 chemin Labelle Apt. 511,3629031470,2003-04-11 18:19:50,Reunion du 2003-04-11 18:19:50 
2,38120,Saint-Egreve,033 montee Gilbert,1903333882,2007-12-01 15:40:26,Reunion du 2007-12-01 15:40:26 
10,14110,Conde-en-Normandie,4434 avenue Cormier,5868221505,2007-06-17 02:54:58,Reunion du 2007-06-17 02:54:58 
3,56130,Saint-Dolay,53739 alle Lapointe,1825889908,1983-02-15 00:09:29,Reunion du 1983-02-15 00:09:29 
9,68970,Guemar,0812 chemin Seguin Suite 464,5058678442,1990-03-16 05:58:23,Reunion du 1990-03-16 05:58:23 
13,38600,Fontaine,4837 rue Catherine Apt. 839,4957143470,2013-08-21 19:56:20,Reunion du 2013-08-21 19:56:20 
7,34410,Serignan,10360 chemin Marie Suite 082,5702599209,1995-09-15 10:47:01,Reunion du 1995-09-15 10:47:01 
2,59184,Sainghin-en-Weppes,1327 alle Jacques,7447099572,1991-02-17 05:10:49,Reunion du 1991-02-17 05:10:49 
10,47240,Bon-Encontre,3932 avenue Rodrigue Apt. 593,3585354305,1992-04-04 04:03:45,Reunion du 1992-04-04 04:03:45 
10,44430,Loroux-Bottereau,94059 chemin Sebastien,7247951868,2024-08-22 06:16:58,Reunion du 2024-08-22 06:16:58 
7,77290,Mitry-Mory,62532 montee Valerie Suite 999,1449320867,1980-05-13 01:57:47,Reunion du 1980-05-13 01:57:47 
6,20000,Ajaccio,47625 montee Melanie,9109848312,2001-09-12 11:06:35,Reunion du 2001-09-12 11:06:35 
0,92350,Plessis-Robinson,945 chemin Landry Apt. 033,2572596587,1974-02-19 08:01:17,Reunion du 1974-02-19 08:01:17 
12,13530,Trets,68468 alle Robert Suite 988,8767789903,1984-11-25 23:47:39,Reunion du 1984-11-25 23:47:39 
5,22000,Saint-Brieuc,9785 avenue Patel,9943781545,1982-01-15 04:33:33,Reunion du 1982-01-15 04:33:33 
5,69250,Albigny-sur-Saone,214 chemin Therrien,4383459326,2010-03-15 07:09:06,Reunion du 2010-03-15 07:09:06 
4,93210,Saint-Denis,7923 route William Suite 308,3951950153,1990-03-08 04:57:30,Reunion du 1990-03-08 04:57:30 
2,55800,Revigny-sur-Ornain,36868 avenue Couture Apt. 663,5373373346,1973-09-22 12:32:30,Reunion du 1973-09-22 12:32:30 
13,69280,Marcy-lEtoile,12379 rue Tardif Suite 305,8858129238,2017-07-19 04:29:14,Reunion du 2017-07-19 04:29:14 
5,16700,Nanteuil-en-Vallee,85828 chemin Laliberte Suite 972,2550455337,1971-05-02 05:15:07,Reunion du 1971-05-02 05:15:07 
5,62219,Longuenesse,1972 alle Boivin,5086237928,1978-10-26 21:09:07,Reunion du 1978-10-26 21:09:07 
12,73210,Plagne Tarentaise,66126 alle Josephine,9109848312,1997-11-06 18:13:33,Reunion du 1997-11-06 18:13:33 
9,89330,Saint-Julien-du-Sault,961 rue Brunet,3586949717,2021-07-16 03:52:58,Reunion du 2021-07-16 03:52:58 
14,91080,Evry-Courcouronnes,24883 chemin Tristan Apt. 629,2298748619,1985-12-02 14:09:17,Reunion du 1985-12-02 14:09:17 
8,77120,Mouroux,239 chemin Brunet,4328554044,1970-06-06 18:02:18,Reunion du 1970-06-06 18:02:18 
6,31270,Villeneuve-Tolosane,840 avenue Durand Suite 452,8095125048,1998-07-21 09:24:28,Reunion du 1998-07-21 09:24:28 
9,81660,Payrin-Augmontel,8485 chemin Gauthier,1640363113,1979-03-13 09:21:29,Reunion du 1979-03-13 09:21:29 
2,94800,Villejuif,461 avenue Pepin Suite 420,9284475405,2019-07-15 23:46:35,Reunion du 2019-07-15 23:46:35 
1,49400,Saumur,210 boulevard Lacroix Apt. 823,1287672852,2017-10-26 13:27:45,Reunion du 2017-10-26 13:27:45 
0,93700,Drancy,7019 montee Josette,1493861541,1995-09-17 05:42:10,Reunion du 1995-09-17 05:42:10 
10,37150,Blere,457 boulevard Robitaille,4899580384,2005-12-23 03:05:41,Reunion du 2005-12-23 03:05:41 
7,95490,Vaureal,60032 avenue Chartrand Suite 164,8767789903,2015-09-10 12:22:11,Reunion du 2015-09-10 12:22:11 
8,91290,Norville,8019 montee Christiane Suite 192,2298748619,1986-04-20 05:40:39,Reunion du 1986-04-20 05:40:39 
11,12100,Millau,6994 rue Roland Suite 869,7985067826,1985-02-22 20:25:16,Reunion du 1985-02-22 20:25:16 
8,54510,Tomblaine,5796 avenue Provost,4859961557,1970-03-30 22:19:13,Reunion du 1970-03-30 22:19:13 
5,45700,Villemandeur,49307 avenue Jessica,5841144492,1995-11-14 22:17:48,Reunion du 1995-11-14 22:17:48 
10,43750,Vals-pres-le-Puy,52087 rue Charbonneau Apt. 332,3418181021,2024-01-03 07:29:19,Reunion du 2024-01-03 07:29:19 
10,33600,Pessac,6451 route Guay,2700688757,1992-10-09 15:50:50,Reunion du 1992-10-09 15:50:50 
4,12000,Onet-le-Chateau,54418 avenue Christiane,7985067826,1984-03-21 21:16:16,Reunion du 1984-03-21 21:16:16 
15,51350,Cormontreuil,9727 alle Morissette,2596159824,2000-03-05 16:27:05,Reunion du 2000-03-05 16:27:05 
6,97230,Sainte-Marie,2114 montee Lefebvre,3418181021,2016-06-24 19:33:38,Reunion du 2016-06-24 19:33:38 
15,17730,Port-des-Barques,539 montee Louise Suite 573,4238319359,1992-02-23 12:31:02,Reunion du 1992-02-23 12:31:02 
3,82370,Saint-Nauphary,1914 montee Therese,1046310318,2008-09-16 04:37:06,Reunion du 2008-09-16 04:37:06 
13,97200,Fort-de-France,5021 montee Virginie,1825889908,1994-05-18 10:39:41,Reunion du 1994-05-18 10:39:41 
8,97116,Pointe-Noire,94503 route Larocque,9043921191,2011-05-01 12:41:35,Reunion du 2011-05-01 12:41:35 
10,77178,Oissery,6695 rue Beaulieu Apt. 063,2320678800,1990-09-30 01:19:16,Reunion du 1990-09-30 01:19:16 
6,94800,Villejuif,1343 avenue Andree Apt. 685,9484991502,1993-08-08 22:58:06,Reunion du 1993-08-08 22:58:06 
11,83330,Evenos,0167 boulevard Elisabeth Apt. 504,1825889908,2018-06-23 00:29:17,Reunion du 2018-06-23 00:29:17 
7,14310,Villers-Bocage,09410 chemin Noel,2872307404,2012-09-26 19:36:46,Reunion du 2012-09-26 19:36:46 
14,59470,Zegerscappel,054 rang Celina,3629031470,1987-05-07 15:43:43,Reunion du 1987-05-07 15:43:43 
9,13550,Noves,90728 chemin Roy Suite 660,5058678442,2013-02-14 04:56:44,Reunion du 2013-02-14 04:56:44 
10,64290,Gan,595 rue Marc Apt. 263,3138503906,2012-05-16 16:50:47,Reunion du 2012-05-16 16:50:47 
4,91720,Maisse,93941 montee Claudine Suite 040,9732817225,2007-03-12 08:26:20,Reunion du 2007-03-12 08:26:20 
8,67203,Oberschaeffolsheim,23448 rang Christelle,3951950153,2010-05-01 20:09:04,Reunion du 2010-05-01 20:09:04 
9,44830,Bouaye,1415 route Vaillancourt Suite 528,5493327657,2012-02-06 10:28:49,Reunion du 2012-02-06 10:28:49 
2,35700,Rennes,98945 rue Boucher Apt. 768,3586949717,2012-05-20 10:47:09,Reunion du 2012-05-20 10:47:09 
9,13840,Rognes,93095 chemin Vallee,5887468340,2001-09-09 21:29:16,Reunion du 2001-09-09 21:29:16 
12,83600,Frejus,808 rue Catherine,8525201251,1986-05-17 00:36:04,Reunion du 1986-05-17 00:36:04 
13,30320,Bezouce,4771 alle Christiane Suite 017,1841694510,2009-05-10 12:17:36,Reunion du 2009-05-10 12:17:36 
7,97440,Saint-Andre,71605 boulevard Brigitte Suite 596,1482765164,2010-03-11 14:32:18,Reunion du 2010-03-11 14:32:18 
12,71100,Chalon-sur-Saone,672 alle Plante Apt. 888,6134555146,1982-03-02 00:21:10,Reunion du 1982-03-02 00:21:10 
4,30320,Bezouce,4771 alle Christiane Suite 017,3112366825,1972-11-04 10:54:21,Reunion du 1972-11-04 10:54:21 
8,22370,Pleneuf-Val-Andre,3193 montee Lucy Suite 663,2550455337,2000-01-22 06:43:23,Reunion du 2000-01-22 06:43:23 
13,14000,Caen,11410 montee Jonathan Suite 669,3138503906,2020-11-27 14:08:51,Reunion du 2020-11-27 14:08:51 
13,63670,Cendre,501 rue Victor Suite 814,1825889908,1972-08-02 10:52:15,Reunion du 1972-08-02 10:52:15 
7,67800,Hoenheim,8656 rue Sebastien Apt. 334,1903333882,2014-10-06 21:50:10,Reunion du 2014-10-06 21:50:10 
8,74000,Annecy,210 chemin Theriault Suite 044,7820991608,1972-04-19 05:39:54,Reunion du 1972-04-19 05:39:54 
1,97354,Remire-Montjoly,59594 boulevard Boily Suite 264,2072036671,1980-11-04 21:27:03,Reunion du 1980-11-04 21:27:03 
